空天姬预设,5.1285.1285.20250924
暖水鳟,平钓【乌鸦拟饵】》！！=【暖水鳟】；引诱；//预设分级：批量生成
玻璃刺鱼,平钓【陆行鸟拟饵】》！！=【玻璃刺鱼】；引诱；//预设分级：批量生成
四眼鱼,平钓【复合亮片】》！！=【四眼鱼】；引诱；//预设分级：批量生成
刀鳍沙丁鱼,平钓【重铁板钩】》！！=【刀鳍沙丁鱼】；引诱；//预设分级：批量生成
黑鳗,平钓【黄油虫】@1702-1000》！！=【黑鳗】；引诱；//预设分级：批量生成
暗鲈,平钓【乌鸦拟饵】》！！=【暗鲈】；引诱；//预设分级：批量生成
蓝珊瑚,平钓【小虾肉笼】》！=【蓝珊瑚】；引诱；//预设分级：批量生成
魔梭鱼,大鱼【潮虫】》！！【海港鲱】》！！=【魔梭鱼】；引诱、不撒饵；//预设分级：批量生成
圣盾虾,平钓【鲈鱼丸子】》！=【圣盾虾】；引诱；//预设分级：批量生成
清道琵琶鱼,平钓【漂浮诱饵鱼】》！=【清道琵琶鱼】；引诱；//预设分级：批量生成
钓鮟鱇,平钓【重铁板钩】》！！=【钓鮟鱇】；引诱；//预设分级：批量生成
海马,平钓【小虾肉笼】》！=【海马】；引诱；//预设分级：批量生成
上爬刺鱼,平钓【鲈鱼丸子】》！=【上爬刺鱼】；引诱；//预设分级：批量生成
黑鲶鱼,大鱼【蛾蛹】》！【斑纹虾虎】》！！=【黑鲶鱼】；引诱、不撒饵；//预设分级：合格的
比阿纳可鲷鱼,平钓【重铁板钩】》！！=【比阿纳可鲷鱼】；引诱；//预设分级：批量生成
黑鬼鱼,大鱼【摇蚊】》！【斗鱼】》！！=【黑鬼鱼】；引诱、不撒饵；//预设分级：批量生成
黑鳎,平钓【鲱鱼丸子】》！！=【黑鳎】；引诱；//预设分级：批量生成
八目鳗,大鱼【黄油虫】》！【铜鱼】》！=【八目鳗】；引诱、不撒饵；//预设分级：批量生成
披骨鱼,平钓【陆行鸟拟饵】》！=【披骨鱼】；引诱；//预设分级：批量生成
锤头鲨,平钓【铁板钩】》！！=【锤头鲨】；引诱；//预设分级：批量生成
宇格拉姆鲑鱼,平钓【鲈鱼丸子】》！！=【宇格拉姆鲑鱼】；引诱；//预设分级：批量生成
苍皮海参,平钓【鲱鱼丸子】》！=【苍皮海参】；引诱；//预设分级：批量生成
斑纹琵琶鱼,平钓【花蝇】》！！=【斑纹琵琶鱼】；引诱；//预设分级：批量生成
绿灯球藻,平钓【陆行鸟拟饵】》！=【绿灯球藻】；引诱；//预设分级：批量生成
苍茫鲱,平钓【单环刺螠】》！！=【苍茫鲱】；引诱；//预设分级：批量生成
带鱼,平钓【白银勺形鱼饵】》！！=【带鱼】；引诱；//预设分级：批量生成
灰海金枪鱼,平钓【单环刺螠】》！！=【灰海金枪鱼】；引诱；//预设分级：批量生成
神握鳉,平钓【陆行鸟拟饵】》！=【神握鳉】；引诱；//预设分级：批量生成
净骨蜗牛,平钓【花蝇】》！=【净骨蜗牛】；引诱；//预设分级：批量生成
蔓根跳鱼,平钓【花蝇】》！=【蔓根跳鱼】；引诱；//预设分级：批量生成
叶海龙,平钓【极地磷虾】》！=【叶海龙】；引诱；//预设分级：批量生成
骨舌鱼,平钓【羽毛拟饵】》！！=【骨舌鱼】；引诱；//预设分级：批量生成
满月沙丁鱼,平钓【单环刺螠】@1802-0600》！=【满月沙丁鱼】；引诱；//预设分级：批量生成
硬毛蟹,平钓【蜜虫】》！=【硬毛蟹】；引诱；//预设分级：批量生成
哈拉尔黑线鳕,平钓【重铁板钩】》！！=【哈拉尔黑线鳕】；引诱；//预设分级：批量生成
蒙凯恩凯鱼,大鱼【黄油虫】》！【铜鱼】》！=【蒙凯恩凯鱼】；引诱、不撒饵；//预设分级：合格的
樱鳟,平钓【雉鸡拟饵】》！！=【樱鳟】；引诱；//预设分级：批量生成
白蝶贝,平钓【鲱鱼丸子】》！=【白蝶贝】；引诱；//预设分级：批量生成
沙鱼,平钓【沙蛭】》！=【沙鱼】；引诱；//预设分级：批量生成
银鱼,平钓【蜜虫】》！=【银鱼】；引诱；//预设分级：批量生成
小丑鳅,平钓【蜜虫】》！=【小丑鳅】；引诱；//预设分级：批量生成
沙鲷鱼,平钓【滚石】》！！=【沙鲷鱼】；引诱；//预设分级：批量生成
薰衣草印鱼,平钓【重铁板钩】》！！=【薰衣草印鱼】；引诱；//预设分级：批量生成
铠甲琵琶鱼,平钓【淡水万能饵】》！！=【铠甲琵琶鱼】；引诱；//预设分级：批量生成
巨鲈,平钓【蜜虫】》！！=【巨鲈】；引诱；//预设分级：批量生成
沙鲶鱼,平钓【沙蛭】》！！=【沙鲶鱼】；引诱；//预设分级：批量生成
气泡鱼,平钓【重铁板钩】》！！=【气泡鱼】；引诱；//预设分级：批量生成
威罗迪纳鲤鱼,平钓【羽毛拟饵】》！！=【威罗迪纳鲤鱼】；引诱；//预设分级：批量生成
斑点鲀,平钓【蜜虫】》！=【斑点鲀】；引诱；//预设分级：批量生成
土遁鱼,平钓【滚石】》！！=【土遁鱼】；引诱；//预设分级：批量生成
黄金鳅,平钓【蜜虫】》！=【黄金鳅】；引诱；//预设分级：批量生成
飞沙鱼,平钓【沙蛭】》！！=【飞沙鱼】；引诱；//预设分级：批量生成
纳尔札尔鳗鱼,平钓【蜜虫】@1702-1000》！！=【纳尔札尔鳗鱼】；引诱；//预设分级：批量生成
绯红鳟,平钓【旋转亮片】》！！=【绯红鳟】；引诱；//预设分级：批量生成
盘丽鱼,平钓【蜜虫】》！！=【盘丽鱼】；引诱；//预设分级：批量生成
蚁狮蛞蝓,平钓【沙壁虎】》！！=【蚁狮蛞蝓】；引诱；//预设分级：批量生成
红珊瑚,平钓【鲱鱼丸子】》！=【红珊瑚】；引诱；//预设分级：批量生成
石绿湖鳟鱼,平钓【复合亮片】》！！=【石绿湖鳟鱼】；引诱；//预设分级：批量生成
火狱蜗牛,平钓【蛀虫】》！=【火狱蜗牛】；引诱；//预设分级：批量生成
沙丘蝠鲼,大鱼【沙蛭】》！！【飞沙鱼】》！！=【沙丘蝠鲼】；引诱、不撒饵；//预设分级：批量生成
银鲨,大鱼【沙蚕】》！【梅尔托尔虾虎】》！！=【银鲨】；引诱、不撒饵；//预设分级：合格的
王家琵琶鱼,平钓【蛀虫】》！！=【王家琵琶鱼】；引诱；//预设分级：批量生成
雷纹鱼,平钓【旋转亮片】@（小雨、暴雨）》！！=【雷纹鱼】；引诱；//预设分级：合格的
龙门鱼,大鱼【黄油虫】》！【铜鱼】》！！=【龙门鱼】；引诱、不撒饵；//预设分级：批量生成
刀背鱼,平钓【蛀虫】》！！=【刀背鱼】；引诱；//预设分级：批量生成
梭子鰆,大鱼【沙蚕】》！【梅尔托尔虾虎】》！！=【梭子鰆】；引诱、不撒饵；//预设分级：批量生成
求雨鱼,平钓【蛀虫】@（小雪、小雨）》！！=【求雨鱼】；引诱；//预设分级：批量生成
橡根鱼,平钓【蛀虫】@1702-1000》！！=【橡根鱼】；引诱；//预设分级：批量生成
杜父鱼,平钓【复合亮片】》！=【杜父鱼】；引诱；//预设分级：批量生成
黑蝶贝,平钓【磷虾肉笼】》！=【黑蝶贝】；引诱；//预设分级：批量生成
南方狗鱼,平钓【漂浮诱饵蛙】》！！=【南方狗鱼】；引诱；//预设分级：批量生成
北方狗鱼,平钓【漂浮诱饵蛙】》！！=【北方狗鱼】；引诱；//预设分级：批量生成
地灵鲀,平钓【复合亮片】》！=【地灵鲀】；引诱；//预设分级：批量生成
鹦鹉螺,大鱼【铁板钩】@1802-0600》！【满月沙丁鱼】》！！=【鹦鹉螺】；引诱、不撒饵；//预设分级：批量生成
射水鱼,平钓【毛球拟饵】@（碧空、晴朗、阴云、薄雾）》！=【射水鱼】；引诱；//预设分级：批量生成
云水母,平钓【浮游虫】》！=【云水母】；引诱；//预设分级：批量生成
哥布林刺鱼,大鱼【蜜虫】》！【银鱼】》！！=【哥布林刺鱼】；引诱、不撒饵；//预设分级：批量生成
永恒鲤,平钓【毛球拟饵】》！！=【永恒鲤】；引诱；//预设分级：批量生成
刺鳗,平钓【弓角】》！！=【刺鳗】；引诱；//预设分级：批量生成
暗斗鱼,大鱼【蜜虫】》！【银鱼】》！！=【暗斗鱼】；引诱、不撒饵；//预设分级：批量生成
淤泥跳鱼,平钓【蛀虫】》！=【淤泥跳鱼】；引诱；//预设分级：批量生成
天鱼,平钓【浮游虫】》！=【天鱼】；引诱；//预设分级：批量生成
隆头鱼,平钓【弓角】》！！=【隆头鱼】；引诱；//预设分级：批量生成
破云飞鱼,平钓【浮游虫】》！！=【破云飞鱼】；引诱；//预设分级：批量生成
震雷鱼,大鱼【蜜虫】》！【银鱼】》！！=【震雷鱼】；引诱、不撒饵；//预设分级：批量生成
雀鳝,大鱼【蜜虫】》！【银鱼】》！！=【雀鳝】；引诱、不撒饵；//预设分级：批量生成
飞蝠鲼,大鱼【浮游虫】》！！【破云飞鱼】》！！=【飞蝠鲼】；引诱、不撒饵；//预设分级：批量生成
平鱼,平钓【弓角】》！！=【平鱼】；引诱；//预设分级：批量生成
北洲鲈,平钓【漂浮诱饵蛙】》！！=【北洲鲈】；引诱；//预设分级：批量生成
帕戈尔赞盘丽鱼,平钓【火萤】@（碧空、热浪、晴朗）》！！=【帕戈尔赞盘丽鱼】；引诱；//预设分级：批量生成
争斗琵琶鱼,平钓【火萤】》！！=【争斗琵琶鱼】；引诱；//预设分级：批量生成
扬帆鱼,平钓【浮游虫】》！=【扬帆鱼】；引诱；//预设分级：批量生成
海魔鱼,平钓【弓角】》！！=【海魔鱼】；引诱；//预设分级：批量生成
繁星鳟鱼,大鱼【蛾蛹】》！【斑纹虾虎】》！！=【繁星鳟鱼】；引诱、不撒饵；//预设分级：合格的
战争神狗鱼,大鱼【残暴水蛭】》！【阿巴拉提亚公鱼】》！！=【战争神狗鱼】；不撒饵；//预设分级：合格的
金鱼,大鱼【蜜虫】》！【银鱼】》！=【金鱼】；引诱、不撒饵；//预设分级：批量生成
撒沟厉钓鮟鱇,大鱼【沙蛭】》！【沙鱼】》！！=【撒沟厉钓鮟鱇】；引诱、不撒饵；//预设分级：批量生成
浮云碟,大鱼【浮游虫】》！！【破云飞鱼】》！=【浮云碟】；引诱、不撒饵；//预设分级：批量生成
海岩龙虾,平钓【极地磷虾】@1702-2200》！！=【海岩龙虾】；引诱；//预设分级：批量生成
吸血八目鳗,大鱼【蜜虫】》！【银鱼】》！！=【吸血八目鳗】；引诱、不撒饵；//预设分级：批量生成
山岳神杜父鱼,平钓【石蚕】》！！=【山岳神杜父鱼】；引诱；//预设分级：批量生成
拟鮟鱇,耐心【沙蚕】》！【梅尔托尔虾虎】》！！【梭子鰆】》！！=【拟鮟鱇】；引诱、不撒饵；//预设分级：批量生成
洞穴螯虾,大鱼【蛾蛹】》！【斑纹虾虎】》！！=【洞穴螯虾】；引诱、不撒饵；//预设分级：批量生成
豹鱼,大鱼【复合亮片】》！【杜父鱼】》！！！=【豹鱼】；引诱、不撒饵；//预设分级：批量生成
小撒拉奥斯,平钓【极地磷虾】@（小雨、暴雨）》！！=【小撒拉奥斯】；引诱；//预设分级：批量生成
愿贝,平钓【极地磷虾】》！！=【愿贝】；引诱；//预设分级：批量生成
大钝甲鱼,平钓【复合亮片】@0402-0900》！！=【大钝甲鱼】；引诱；//预设分级：批量生成
日轮,平钓【石蚕】@1002-1500（碧空、晴朗）》！！=【日轮】；引诱；//预设分级：批量生成
麻希鲯鳅,平钓【弓角】@1002-1800》！！！=【麻希鲯鳅】；引诱；//预设分级：批量生成
大比目鱼,平钓【极地磷虾】》！！！=【大比目鱼】；引诱；//预设分级：批量生成
长吻鳄鳝,大鱼【复合亮片】》！【杜父鱼】》！！！=【长吻鳄鳝】；引诱、不撒饵；//预设分级：批量生成
乌兹刀背鱼,耐心【蜜虫】》！【银鱼】》！【金鱼】》！！=【乌兹刀背鱼】；引诱、不撒饵；//预设分级：批量生成
巨鲶鱼,大鱼【蜜虫】》！【银鱼】》！！=【巨鲶鱼】；引诱、不撒饵；//预设分级：批量生成
旅沙鳗,大鱼【沙蛭】》！！【飞沙鱼】》！！！=【旅沙鳗】；引诱、不撒饵；//预设分级：批量生成
马兹拉雅枪鱼,耐心【潮虫】》！！【海港鲱】》！！【魔梭鱼】》！！！=【马兹拉雅枪鱼】；引诱、不撒饵；//预设分级：批量生成
腔棘鱼,大鱼【铁板钩】@1802-0600》！【满月沙丁鱼】》！！=【腔棘鱼】；引诱、不撒饵；//预设分级：批量生成
腐鱼,平钓【彩虹勺形鱼饵】@（妖雾）》！！=【腐鱼】；引诱；//预设分级：批量生成
喙嘴龙,耐心【浮游虫】》！！【破云飞鱼】》！【浮云碟】》！！！=【喙嘴龙】；引诱、不撒饵；//预设分级：批量生成
巨型乌贼,耐心【沙蚕】》！【梅尔托尔虾虎】》！！【梭子鰆】》！！！=【巨型乌贼】；引诱、不撒饵；//预设分级：批量生成
基迦章鱼,耐心【潮虫】》！！【海港鲱】》！！【魔梭鱼】》！！！=【基迦章鱼】；引诱、不撒饵；//预设分级：批量生成
翻车鱼,大鱼【潮虫】》！【海云水母】》！！=【翻车鱼】；引诱、不撒饵；//预设分级：批量生成
恐鱼,耐心【沙蚕】》！【梅尔托尔虾虎】》！！【梭子鰆】》！！！=【恐鱼】；引诱、不撒饵；//预设分级：批量生成
蘑菇蟹,大鱼【旋转亮片】@（阴云、薄雾）》！【杜父鱼】》！！=【蘑菇蟹】；引诱、不撒饵；//预设分级：批量生成
雷神鱼,平钓【石蚕】@（雷雨、打雷）》！！=【雷神鱼】；引诱；//预设分级：批量生成
斑点雀鳝,耐心【蜜虫】》！【银鱼】》！【金鱼】》！！=【斑点雀鳝】；引诱、不撒饵；//预设分级：批量生成
煌鱼,耐心【土蜘蛛】》！【阿巴拉提亚公鱼】》！！=【煌鱼】；不撒饵；//预设分级：合格的
弓鳍鱼,耐心【蜜虫】》！【银鱼】》！【金鱼】》！！=【弓鳍鱼】；引诱、不撒饵；//预设分级：批量生成
环棘鱼,平钓【石蚕】@1702-0900》！！=【环棘鱼】；引诱；//预设分级：批量生成
巨齿鲨,耐心【沙蚕】》！【梅尔托尔虾虎】》！！【梭子鰆】》！！！=【巨齿鲨】；引诱、不撒饵；//预设分级：批量生成
锯鲛,耐心【沙蚕】@0902-1500（碧空、晴朗）》！【梅尔托尔虾虎】》！！【梭子鰆】》！！！=【锯鲛】；引诱、不撒饵；//预设分级：批量生成
泷太郎,平钓【羽毛拟饵】》！！=【泷太郎】；引诱；//预设分级：批量生成
巨骨舌鱼,平钓【羽毛拟饵】》！！=【巨骨舌鱼】；引诱；//预设分级：批量生成
庞鱼,耐心【蜜虫】》！【银鱼】》！【金鱼】》！！！=【庞鱼】；引诱、不撒饵；//预设分级：批量生成
丛林鲶鱼,耐心【蜜虫】》！【银鱼】》！【金鱼】》！！=【丛林鲶鱼】；引诱、不撒饵；//预设分级：批量生成
精金幼龟,平钓【弓角】》！！！=【精金幼龟】；引诱；//预设分级：批量生成
巨蝌蚪,平钓【漂浮诱饵蛙】》！！！@拍水~22！！【南方狗鱼】=【巨蝌蚪】；引诱；//预设分级：有效的
大愿贝,平钓【重铁板钩】@2302-0200》！！！=【大愿贝】；引诱；//预设分级：批量生成
碎冰鱼,平钓【哥布林钓钩】》！=【碎冰鱼】；引诱；//预设分级：批量生成
白云珊瑚,平钓【气球虫】》！=【白云珊瑚】；引诱；//预设分级：批量生成
冰战神,平钓【土蜘蛛】》！=【冰战神】；引诱；//预设分级：批量生成
天虫,平钓【巨型大蚊】》！=【天虫】；引诱；//预设分级：批量生成
山峰蟹,平钓【石蝇幼虫】》！=【山峰蟹】；引诱；//预设分级：批量生成
利齿蛤蜊,大鱼【土蜘蛛】》！【冰战神】》！！=【利齿蛤蜊】；引诱、不撒饵；//预设分级：批量生成
湖胆,平钓【石蝇幼虫】》！=【湖胆】；引诱、钓组；//预设分级：批量生成
赤刺,平钓【叶片钓钩】@（扬沙、阴云、薄雾）》！！=【赤刺】；引诱；//预设分级：批量生成
